Open,High,Low,Close,Volume,RSI_14,RSI_5,Three Advancing White Soldiers,ATR_14,ATR_22,Doji,Doji Star,Hammer,Dragonfly Doji,Engulfing Pattern,Dark Cloud Cover,Marubozu,Evening Doji Star,Evening Star,Gravestone Doji,Hanging Man,Harami Pattern,Inverted Hammer,Ladder Bottom,Long Legged Doji,Matching Low,Mat Hold,Morning Star,Morning Doji Star,Piercing Pattern,Separating Lines,Shooting Star,Spinning Top,Tasuki Gap,Tristar Pattern,Unique 3 River,EMA_14,EMA_20,EMA_21,EMA_50,EMA_100,EMA_200
0.8874,0.8897,0.8812,0.8842,0.004748190787734369,0.6439132854347209,0.4911685353604056,0.0,0.007064043765494791,0.007703017495377248,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8825087967394091,0.8806343013540959,0.8803887301790704,0.8758693911430165,0.8659047003374883,0.8468703931552333
0.8837,0.8896,0.883,0.8889,0.0027036839897492657,0.6985327924285705,0.667727073467891,0.0,0.007030897782245159,0.007652880336496462,0.0,0.5,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8833609571741545,0.8814215107489439,0.881162481980973,0.8763803954119178,0.8663600528060529,0.8472885981984648
0.8884,0.8904,0.8829,0.8868,0.0046071903189078105,0.6631897758914321,0.5637204192591874,0.0,0.007064405083513359,0.007645931230292074,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.8838194962176006,0.8819337478204731,0.8816749836190664,0.8767890073565485,0.866764804235636,0.847681746475097
0.8866,0.8869,0.8757,0.88,0.005453193131867163,0.5637271213098904,0.3457418730271934,0.0,0.007359804720405261,0.007807479810733342,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8833102300552539,0.8817495813613804,0.8815227123809695,0.8769149286366839,0.8670268873200788,0.8480033211370364
0.88,0.8822,0.877,0.8802,0.0034791865682953396,0.5664378555902136,0.35527187683288414,0.0,0.007205532954662026,0.007688958001154553,1.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.8828955327145533,0.881602002184106,0.8814024658008813,0.877043754964657,0.8672877410365128,0.848323686100847
0.8804,0.8813,0.874,0.8746,0.002985684927402384,0.4957599079470156,0.23834313722164913,0.0,0.007212280600757594,0.007671278092011164,0.0,0.5,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8817894616859462,0.8809351448332388,0.880784059818983,0.8769479214366313,0.8674325382437106,0.84858514196054
0.8745,0.8773,0.8729,0.8763,0.0023511828176828687,0.5208951865855848,0.32575255788076707,0.0,0.007011403414989191,0.0075225836332833826,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8810575334611533,0.8804937024681684,0.8803764180172573,0.8769225127528418,0.8676081315458153,0.848860911692276
0.8759,0.8825,0.8715,0.8812,0.005770444186726921,0.5877281287365396,0.5257257378287399,0.0,0.007296303171061384,0.007680648013588679,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8810765289996663,0.8805609688997714,0.8804512891065975,0.8770902573507696,0.8678772774557991,0.8491826936654872
0.8812,0.8837,0.8788,0.8817,0.003161935513435582,0.5941986977068203,0.5433040250074461,0.0,0.007125138658842715,0.007554254922061922,1.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.8811596584663774,0.8806694480521742,0.8805648082787251,0.877271031572308,0.8681509947339021,0.8495062489523977
0.8803,0.8825,0.8773,0.8778,0.0026684338725426263,0.5407011901635889,0.40459422385490634,0.0,0.006987628754639663,0.007447243334695471,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8807117040041937,0.8803961672853005,0.8803134620715682,0.8772917754322175,0.868342064145112,0.8497877788135678
0.8777,0.8837,0.8773,0.8819,0.0029151846929891044,0.5958668682516725,0.5606110707397003,0.0,0.006945655272165408,0.00739964136493659,0.0,0.5,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8808701434703012,0.8805393894486052,0.8804576927923348,0.8774724901211501,0.8686105381224365,0.8501073034024875
0.8823,0.8916,0.8815,0.8906,0.004078438560808214,0.6903062112249054,0.746566815389692,0.0,0.007170965609867879,0.0075223849392576534,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8821674576742611,0.8814975428344524,0.8813797207203043,0.8779872944301247,0.8690459730111011,0.8505102158064429
0.8904,0.8919,0.8855,0.8868,0.0031266853962289426,0.6379436224436651,0.6127807040749735,0.0,0.007115896637734464,0.007471367442018672,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8827851299843597,0.8820025387549807,0.8818724733820948,0.8783328907269825,0.8693975379019704,0.8508713081864783
0.8868,0.8872,0.883,0.8844,0.0019986816456164717,0.6066449276068477,0.5368323010772504,0.0,0.006907618306467716,0.007322668921926913,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.883000445986445,0.8822308683973635,0.8821022485291772,0.8785708165808264,0.8696946163593571,0.8512049270104934
0.884,0.8862,0.8821,0.8847,0.0025274334037160675,0.6101251479517598,0.5461185375036435,0.0,0.006707074141720021,0.0071761839709302356,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.8832270531882523,0.8824660237880908,0.8823384077537975,0.8788111767149116,0.8699917526690728,0.8515382113188468
0.8847,0.8859,0.8812,0.8821,0.0022806825832695893,0.5749186414756341,0.45290610379513657,0.0,0.006563711703025736,0.007063630154069772,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8830767794298187,0.8824311643797011,0.882316734321634,0.8789401501770719,0.8702315199429526,0.8518423087186593
0.8819,0.8854,0.8798,0.8838,0.003161935513435582,0.5968680727328567,0.5230209014513338,0.0,0.006494875152809608,0.006997101510702961,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8831732088391762,0.8825615296768725,0.8824515766560309,0.8791307325230692,0.8705002027163594,0.852160295696583
0.8835,0.8871,0.8835,0.8856,0.0016814305907567142,0.6198939872599235,0.5931038393225733,0.0,0.006288098356180353,0.006842687805671011,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8834967809939527,0.8828509078028847,0.8827377969600281,0.8793844292868703,0.8707992086031642,0.8524930290727364
0.886,0.8866,0.8822,0.8842,0.0023511828176828687,0.5985251686982036,0.522299441400798,0.0,0.006153234187881761,0.006731656541776877,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8835905435280923,0.8829793927740385,0.8828707245091164,0.8795732751971891,0.8710645708090421,0.8528085213207689
0.8843,0.8857,0.882,0.883,0.002033931762823111,0.5800673900848733,0.46306979063157755,0.0,0.005978003174461638,0.006593853971696112,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8835118043910133,0.8829813553669872,0.8828824768264695,0.8797076565620052,0.8713009159415364,0.8531089340439453
0.8832,0.8872,0.8825,0.8838,0.002985684927402384,0.5921327366110992,0.5116430380635368,0.0,0.005886717233428666,0.006507769700255381,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.8835502304722115,0.8830593215225122,0.8829658880240632,0.8798681406183971,0.8715484225565554,0.8534143177848016
0.8842,0.8851,0.8729,0.8747,0.005135942077007406,0.46796037377163907,0.2296757888166505,0.0,0.006337666002469475,0.006766507441152863,0.0,0.5,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8823701997425832,0.8822631956632253,0.8822144436582392,0.8796654684372835,0.8716108300306831,0.8536261156177887
0.874,0.8776,0.8738,0.8758,0.0019281814112031923,0.48574090434539136,0.2908612514929061,0.0,0.0061564041451502285,0.006631666193827734,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8814941731102388,0.8816476532191087,0.8816313124165811,0.8795138814397431,0.8716937838914616,0.8538467512832834
0.8758,0.8768,0.8705,0.8705,0.002456933169302788,0.4268809696265064,0.19881614552726576,0.0,0.00616666099192521,0.006616590457744653,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.880028283362207,0.8805859719601459,0.8806193749241646,0.8791603958930865,0.8716701446064822,0.8540124552506139
0.8705,0.872,0.8668,0.8671,0.0023511828176828687,0.3939052277811129,0.15857557060947747,0.0,0.006097613778216266,0.006552199982392623,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.878304512247246,0.8793015936782272,0.8793903408401497,0.8786874391913968,0.8715796466934825,0.8541426795764784
0.8674,0.8685,0.8655,0.8669,0.0018224310595832732,0.3919870218455462,0.15625018933486098,0.0,0.005876355651200818,0.006390736346829322,1.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.8767839106142798,0.878120489518396,0.878254855309227,0.8782251866740871,0.8714869804223244,0.8542696180881552
0.8667,0.8703,0.8666,0.87,0.0013289294186903172,0.4479996186214073,0.34860717945775876,0.0,0.005720901676115039,0.006268430149246168,0.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8758793891990425,0.8773471095642631,0.877504413917479,0.8779026303339268,0.8714575352654467,0.8544261393012084
0.8699,0.8708,0.8648,0.865,0.0023864329348895087,0.3962569457034193,0.24107045762080828,0.0,0.005740837270678251,0.006256228778825887,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8744288039725036,0.8761711943676667,0.87636764901589,0.8773966448306355,0.8713296632799923,0.8545313518454749
0.8652,0.8676,0.8603,0.865,0.004959691490974208,0.3962569457034193,0.24107045762080828,0.0,0.005852206037058382,0.006303672925242896,1.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.873171630109503,0.8751072710945555,0.8753342263780819,0.8769105018961008,0.8712043234130618,0.8546355174987538
0.8647,0.8684,0.8628,0.8665,0.003197185630642222,0.42487644680043335,0.34018539542777826,0.0,0.005834191320125636,0.006271687792277308,0.0,0.5,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.872282079428236,0.8742875309903122,0.8745311148891654,0.8765022469197831,0.8711111684939912,0.854753572051005
0.8663,0.8689,0.8492,0.8505,0.008202702273985061,0.2942812234367008,0.12672636237624993,0.0,0.006824606225830951,0.0068820656199010686,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8693778021711379,0.8720220518483777,0.8723464680810594,0.8754825509621446,0.8707030265436151,0.854711247950995
0.8503,0.8591,0.8455,0.8561,0.007427199695438987,0.38178562937091737,0.32034474832293935,0.0,0.0073085629239858785,0.007187426273541927,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8676074285483195,0.870505665958056,0.8708695164373268,0.8747224509244134,0.8704138577011673,0.8547250663793433
0.856,0.8637,0.8529,0.8584,0.006651697116892914,0.4149480719532101,0.3905709201056054,0.0,0.007557951286558318,0.007351634170199114,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.8663797714085436,0.8693527453906221,0.8697359240339334,0.8740823548097305,0.870175959528867,0.8547616328830314
0.8587,0.8622,0.8539,0.8606,0.005065441842594127,0.44619554267995765,0.458133109802764,0.0,0.007610954766089866,0.007394741707917335,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8656091352207378,0.8685191505915153,0.868905385485394,0.8735536350132705,0.8699863365678993,0.8548197260881754
0.8595,0.8633,0.8581,0.8592,0.0034439364510886997,0.4333448694476478,0.4223884181128176,0.0,0.00743874371136916,0.007294980721193819,1.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.8647545838579728,0.8676316124399424,0.8680230777139946,0.8729907473656913,0.8697727457447726,0.8548633109032184
0.8587,0.8599,0.8561,0.8578,0.00224543246606295,0.42030859172548946,0.38485429876876537,0.0,0.007178833446271364,0.007136117961139555,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.863827306010243,0.8666952683980431,0.8670937070127224,0.8723950317827229,0.8695356616706187,0.854892531690251
0.8571,0.8586,0.8543,0.8552,0.00224543246606295,0.39645551505112736,0.3190406993949032,0.0,0.006973202485823416,0.007007203508360488,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8626769985422106,0.8656004809315628,0.8660124609206566,0.8717207168108514,0.8692517871820916,0.8548955910764177
0.8554,0.8593,0.8501,0.8574,0.005664693835107002,0.43287272751419203,0.4272704390479262,0.0,0.007132259451121742,0.007106876076162284,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.8619733987365825,0.8648194827476045,0.8652295099278697,0.871159120073171,0.8690170983270007,0.8549205105681946
0.8574,0.8604,0.8559,0.8574,0.003056185161815663,0.43287272751419203,0.4272704390479262,0.0,0.006944240918898764,0.006988381709064001,1.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.8613636122383715,0.8641128653430707,0.8645177362980634,0.8706195467369682,0.868787056775971,0.8549451821048295
0.8574,0.8629,0.8564,0.8604,0.00340868633388206,0.4836831828627995,0.5745019417064846,0.0,0.006912509424691707,0.006966182540470181,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8612351306065886,0.8637592591199211,0.864143396634603,0.8702187801982636,0.8686209764437736,0.8549994588998063
0.8608,0.8619,0.8571,0.8571,0.001963431528409832,0.44559629563011627,0.42926903281532647,0.0,0.006761615894356587,0.006867719697721538,0.0,0.5,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8606837798590434,0.8631250439656429,0.8635030878496391,0.8697043182297043,0.8683928382963721,0.8550203598062759
0.8576,0.8589,0.8556,0.8564,0.0017871809423766333,0.43772253546504253,0.40230277533828485,0.0,0.006514357616188258,0.006705550620552375,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8601126092111709,0.8624845635879627,0.862857352590581,0.869182580259912,0.8681553563499094,0.8550340875693975
0.8563,0.8604,0.8554,0.86,0.0021044319972363906,0.5000638324228893,0.5816153112329344,0.0,0.0064061892150319545,0.00662802559234545,0.0,0.5,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8600975946496815,0.8622479384843472,0.8625975932641646,0.8688224790732488,0.8679938641449607,0.8550834996333836
0.861,0.8622,0.8574,0.8586,0.002421683052096148,0.482066913996074,0.5102614670164847,0.0,0.006291461413958238,0.006544933519966107,0.0,0.5,0.0,0.0,0.5,0.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8598979153630573,0.8619005157715522,0.8622341756946951,0.8684215975409646,0.8678078470331794,0.8551184896867827
0.8581,0.8619,0.8581,0.8605,0.001716680707963354,0.5147983791732939,0.5990447157654777,0.0,0.006113499884389795,0.006420163814513103,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8599781933146496,0.8617671333171187,0.8620765233588137,0.8681109466570052,0.8676631371909382,0.8551720370530834
0.8606,0.8607,0.8572,0.8587,0.0016814305907567142,0.48982571404612657,0.4975444298892064,0.0,0.005926821321219099,0.0062874290956716015,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.859807767539363,0.861475025382155,0.8617695666898306,0.867741889925358,0.8674856493257711,0.8552071411620079
0.859,0.8594,0.8524,0.8534,0.0028446844585758246,0.42452485522551126,0.30644105677448913,0.0,0.006003476941132021,0.006319818682231984,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8589533985341147,0.8607059753457593,0.8610086969907551,0.8671794628694616,0.8672067255767459,0.8551891596579083
0.8529,0.8557,0.8518,0.8533,0.0024921832865094275,0.4233779846832907,0.30368999016937775,0.0,0.005853228588194021,0.006209826923948712,1.0,1.0,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.8581996120628994,0.8600006443604489,0.8603079063552319,0.866635170207914,0.8669313448722559,0.8551703620493719
0.8533,0.8567,0.8506,0.8563,0.0031266853962289426,0.4806692787979892,0.4855226397238531,0.0,0.005870855117608734,0.006204834791041952,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8579463304545129,0.8596482020404062,0.859943551232029,0.8662298694154468,0.8667208231916171,0.8551816022279851
0.8566,0.8587,0.8547,0.857,0.002562683520922707,0.4936481026443694,0.5224844517949059,0.0,0.00573722260920811,0.006104615027812773,1.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.8578201530605778,0.8593959923222723,0.8596759556654809,0.8658679137520959,0.8665283316432683,0.8551996957381545
0.857,0.8573,0.8521,0.8532,0.00221018234885631,0.4424981096212967,0.3567985751537921,0.0,0.005698849565693244,0.006063496162912191,0.0,0.5,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8572041326525007,0.8588058978153892,0.8590872324231645,0.8653711328206412,0.8662644042839956,0.8551797982681231
0.8536,0.854,0.8441,0.8458,0.004113688678014854,0.3635076758028716,0.2013631003237836,0.0,0.005998931739572299,0.006237882700961639,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8556835816321673,0.8575672408805902,0.8578793022028769,0.8646036374159102,0.8658591685555997,0.8550864669420721
0.8459,0.8513,0.8413,0.8496,0.005629443717900362,0.4330117758559372,0.38148868472881187,0.0,0.006284722329602842,0.006408888032736104,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.854872437414545,0.8568084560348197,0.8571266383662517,0.8640152594780314,0.8655372048218255,0.8550318752312057
0.8497,0.8498,0.8452,0.849,0.0028799345757824645,0.4264957891567247,0.365715324995309,0.0,0.006164385020345499,0.006326665849429921,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8540894457592724,0.8560647935553131,0.8563878530602288,0.8634264257730105,0.8652097354194132,0.8549718565721888
0.8496,0.8538,0.8451,0.8524,0.005030191725387487,0.4862610398049166,0.5152070462747067,0.0,0.00634550037603511,0.006434544674455835,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8538641863247027,0.8557157655976642,0.8560253209638443,0.862994016919167,0.8649560772922961,0.8549462659595302
0.8527,0.8545,0.8489,0.85,0.0028799345757824645,0.4570391988385155,0.4293826118377063,0.0,0.006292250349175463,0.0063966108256169356,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.853348961481409,0.8551714069693152,0.8554775645125857,0.8624844476282193,0.864659917345914,0.8548970493828184
0.8497,0.8636,0.8494,0.8621,0.005523693366280443,0.6243372848425333,0.7347555897838693,0.0,0.006857089609948644,0.0067513103335434385,0.0,0.5,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8545157666172212,0.8558312729722375,0.8560796041023506,0.862469371250642,0.8646092259133216,0.8549687205332381
0.8617,0.8712,0.8601,0.863,0.007250949109405789,0.6342460821468126,0.7479770714029033,0.0,0.007160154637809455,0.0069489780456551,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.855646997734925,0.8565140088796435,0.856708731002137,0.862490180221205,0.8645773600536518,0.8550486337617631
0.862,0.8794,0.8617,0.8731,0.00844945309443154,0.7294490953610664,0.8560849035135495,0.0,0.007913000735108774,0.007437660861761683,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8579740647036017,0.8580936270815822,0.8581988463655791,0.8629062515850794,0.8647461252011043,0.8552282493462232
0.8733,0.8763,0.8677,0.8682,0.004148938795221494,0.6637863026830795,0.6925597655027558,0.0,0.00796207211117243,0.007490494458954332,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.8593375227431215,0.8590561387880982,0.8591080421505264,0.8631138495621351,0.8648145187614784,0.8553573214920319
