EURCAD Historical Data
Date,Open,High,Low,Close,Change(Pips),Change(%)
10/13/2022 00:00,1.34106,1.34952,1.3382,1.34437,33.1,0.25,
10/12/2022 00:00,1.3379,1.34215,1.3326,1.34099,30.9,0.23,
10/11/2022 00:00,1.33747,1.34466,1.3007,1.33789,4.2,0.03,
10/10/2022 00:00,1.33667,1.33866,1.3289,1.33744,7.7,0.06,
10/07/2022 00:00,1.34509,1.34735,1.3342,1.3375,-75.9,-0.57,
10/06/2022 00:00,1.34757,1.35262,1.34347,1.34513,-24.4,-0.18,
10/05/2022 00:00,1.34847,1.35042,1.3427,1.34754,-9.3,-0.07,
10/04/2022 00:00,1.33989,1.35698,1.3368,1.34851,86.2,0.64,
10/03/2022 00:00,1.34975,1.35257,1.33385,1.33989,-98.6,-0.74,
09/30/2022 00:00,1.3441,1.3566,1.3365,1.35579,116.9,0.86,
09/29/2022 00:00,1.32275,1.34534,1.3211,1.34411,213.6,1.59,
09/28/2022 00:00,1.31679,1.32697,1.312,1.32279,60.0,0.45,
09/27/2022 00:00,1.31907,1.32222,1.31388,1.3168,-22.7,-0.17,
09/26/2022 00:00,1.31514,1.32768,1.29961,1.31903,38.9,0.29,
09/23/2022 00:00,1.32546,1.32703,1.31443,1.317,-84.6,-0.64,
09/22/2022 00:00,1.32513,1.33139,1.32346,1.32543,3.0,0.02,
09/21/2022 00:00,1.33262,1.33285,1.3178,1.32508,-75.4,-0.57,
09/20/2022 00:00,1.32825,1.33353,1.3242,1.33252,42.7,0.32,
09/19/2022 00:00,1.32872,1.33175,1.3254,1.32826,-4.6,-0.03,
09/16/2022 00:00,1.32317,1.33237,1.321,1.32615,29.8,0.22,
09/15/2022 00:00,1.31366,1.32409,1.3113,1.32318,95.2,0.72,
09/14/2022 00:00,1.31375,1.31966,1.3118,1.31368,-0.7,-0.01,
09/13/2022 00:00,1.31486,1.32032,1.3091,1.31375,-11.1,-0.08,
09/12/2022 00:00,1.3115,1.32431,1.3103,1.31489,33.9,0.26,
09/09/2022 00:00,1.30942,1.31463,1.30201,1.3075,-19.2,-0.15,
09/08/2022 00:00,1.31277,1.31716,1.3045,1.30942,-33.5,-0.26,
09/07/2022 00:00,1.30195,1.3142,1.3009,1.31273,107.8,0.82,
09/06/2022 00:00,1.30643,1.30928,1.2974,1.30196,-44.7,-0.34,
09/05/2022 00:00,1.30202,1.30733,1.2995,1.30641,43.9,0.34,
09/02/2022 00:00,1.30846,1.31656,1.30231,1.3069,-15.6,-0.12,
09/01/2022 00:00,1.31924,1.32449,1.307,1.30847,-107.7,-0.82,
08/31/2022 00:00,1.31219,1.32079,1.307,1.31922,70.3,0.53,
08/30/2022 00:00,1.30155,1.31391,1.2977,1.31215,106.0,0.81,
08/29/2022 00:00,1.29779,1.30545,1.295,1.30157,37.8,0.29,
08/26/2022 00:00,1.29013,1.3043,1.2891,1.29598,58.5,0.45,
08/25/2022 00:00,1.29285,1.29521,1.2872,1.29006,-27.9,-0.22,
08/24/2022 00:00,1.29154,1.29743,1.2885,1.29283,12.9,0.10,
08/23/2022 00:00,1.29681,1.30434,1.29,1.29153,-52.8,-0.41,
08/22/2022 00:00,1.30388,1.3043,1.2942,1.29681,-70.7,-0.55,
08/19/2022 00:00,1.30628,1.30922,1.30141,1.30432,-19.6,-0.15,
08/18/2022 00:00,1.3147,1.31646,1.3044,1.30625,-84.5,-0.65,
08/17/2022 00:00,1.30629,1.31652,1.305,1.31466,83.7,0.64,
08/16/2022 00:00,1.31123,1.31208,1.30429,1.30632,-49.1,-0.38,
08/15/2022 00:00,1.3104,1.32098,1.3094,1.31126,8.6,0.07,
08/12/2022 00:00,1.31716,1.31749,1.30865,1.3112,-59.6,-0.45,
08/11/2022 00:00,1.31556,1.3214,1.3133,1.31718,16.2,0.12,
08/10/2022 00:00,1.31531,1.32735,1.3135,1.31553,2.2,0.02,
08/09/2022 00:00,1.31093,1.31889,1.3095,1.31532,43.9,0.33,
08/08/2022 00:00,1.31665,1.31723,1.30693,1.31088,-57.7,-0.44,
08/05/2022 00:00,1.31879,1.31971,1.3132,1.31418,-46.1,-0.35,
08/04/2022 00:00,1.30553,1.31896,1.3044,1.31879,132.6,1.01,
08/03/2022 00:00,1.30893,1.31173,1.3022,1.30558,-33.5,-0.26,
08/02/2022 00:00,1.3176,1.32185,1.3064,1.3089,-87,-0.66,
08/01/2022 00:00,1.30836,1.31865,1.3063,1.31803,96.7,0.73,
07/29/2022 00:00,1.30529,1.31408,1.3025,1.30869,34.0,0.26,
07/28/2022 00:00,1.30805,1.31084,1.2962,1.30523,-28.2,-0.22,
07/27/2022 00:00,1.30416,1.31044,1.3007,1.30808,39.2,0.30,
07/26/2022 00:00,1.31382,1.31532,1.3024,1.30408,-97.4,-0.75,
07/25/2022 00:00,1.31828,1.32173,1.3106,1.31383,-44.5,-0.34,
07/22/2022 00:00,1.31633,1.31953,1.3048,1.31499,-13.4,-0.10,
07/21/2022 00:00,1.31202,1.32491,1.3103,1.31633,43.1,0.33,
07/20/2022 00:00,1.31705,1.32136,1.309,1.31195,-51.0,-0.39,
07/19/2022 00:00,1.31694,1.32913,1.31222,1.31697,0.3,0.00,
07/18/2022 00:00,1.31337,1.31922,1.30988,1.31692,35.5,0.27,
07/15/2022 00:00,1.31424,1.31644,1.30792,1.30846,-57.8,-0.44,
07/14/2022 00:00,1.30447,1.31924,1.3001,1.31419,97.2,0.74,
07/13/2022 00:00,1.30724,1.31165,1.29702,1.30434,-29.0,-0.22,
07/12/2022 00:00,1.3057,1.31154,1.30307,1.30718,14.8,0.11,
07/11/2022 00:00,1.31636,1.31743,1.304,1.3052,-111.6,-0.86,
07/08/2022 00:00,1.31857,1.32213,1.3115,1.31774,-8.3,-0.06,
07/07/2022 00:00,1.32779,1.32969,1.31541,1.31854,-92.5,-0.70,
07/06/2022 00:00,1.33657,1.33912,1.3244,1.32772,-88.5,-0.67,
07/05/2022 00:00,1.34146,1.34233,1.3291,1.33658,-48.8,-0.37,
07/04/2022 00:00,1.34461,1.34589,1.33771,1.34142,-31.9,-0.24,
07/01/2022 00:00,1.34879,1.35267,1.33958,1.3431,-56.9,-0.42,
06/30/2022 00:00,1.34582,1.35128,1.34,1.34882,30.0,0.22,
06/29/2022 00:00,1.35462,1.35637,1.345,1.34583,-87.9,-0.65,
06/28/2022 00:00,1.36165,1.36193,1.351,1.3545,-71.5,-0.53,
06/27/2022 00:00,1.36294,1.36674,1.3579,1.36166,-12.8,-0.09,
06/24/2022 00:00,1.36638,1.36879,1.35432,1.35573,-106.5,-0.79,
06/23/2022 00:00,1.36947,1.37102,1.3589,1.36637,-31.0,-0.23,
06/22/2022 00:00,1.36194,1.37152,1.3596,1.36947,75.3,0.55,
06/21/2022 00:00,1.36558,1.36814,1.35916,1.36182,-37.6,-0.28,
06/20/2022 00:00,1.36366,1.37029,1.36303,1.36552,18.6,0.14,
06/17/2022 00:00,1.36636,1.36996,1.35808,1.3673,9.4,0.07,
06/16/2022 00:00,1.34607,1.36765,1.3415,1.36626,201.9,1.48,
06/15/2022 00:00,1.35138,1.3606,1.343,1.34601,-53.7,-0.40,
06/14/2022 00:00,1.34252,1.35287,1.3407,1.35133,88.1,0.65,
06/13/2022 00:00,1.34241,1.34667,1.3397,1.34254,1.3,0.01,
06/10/2022 00:00,1.34883,1.3517,1.33215,1.3446,-42.3,-0.31,
06/09/2022 00:00,1.34536,1.35502,1.34283,1.34891,35.5,0.26,
06/08/2022 00:00,1.34102,1.34689,1.3385,1.34541,43.9,0.33,
06/07/2022 00:00,1.34488,1.34769,1.33861,1.34098,-39.0,-0.29,
06/06/2022 00:00,1.35004,1.35064,1.3418,1.34488,-51.6,-0.38,
06/03/2022 00:00,1.35143,1.35308,1.3463,1.3495,-19.3,-0.14,
06/02/2022 00:00,1.34915,1.354,1.3483,1.3512,20.5,0.15,
06/01/2022 00:00,1.3565,1.35899,1.3438,1.34923,-72.7,-0.54,
05/31/2022 00:00,1.36349,1.36357,1.3501,1.35651,-69.8,-0.51,
05/30/2022 00:00,1.36536,1.36764,1.3622,1.36347,-18.9,-0.14,
05/27/2022 00:00,1.37108,1.37275,1.36182,1.36252,-85.6,-0.63,
05/26/2022 00:00,1.37006,1.37493,1.3678,1.37108,10.2,0.07,
05/25/2022 00:00,1.37619,1.37679,1.3665,1.37005,-61.4,-0.45,
05/24/2022 00:00,1.36617,1.38083,1.3645,1.37622,100.5,0.73,
05/23/2022 00:00,1.35444,1.36736,1.3539,1.36618,117.4,0.86,
05/20/2022 00:00,1.35617,1.35659,1.3501,1.3549,-12.7,-0.09,
05/19/2022 00:00,1.34948,1.35882,1.3447,1.35617,66.9,0.49,
05/18/2022 00:00,1.35081,1.35247,1.3446,1.34951,-13.0,-0.10,
05/17/2022 00:00,1.34137,1.35463,1.3385,1.35078,94.1,0.70,
05/16/2022 00:00,1.3418,1.35019,1.338,1.34131,-4.9,-0.04,
05/13/2022 00:00,1.35181,1.35499,1.33277,1.33348,-183.3,-1.37,
05/12/2022 00:00,1.36605,1.36962,1.3497,1.35177,-142.8,-1.06,
05/11/2022 00:00,1.37212,1.37304,1.3632,1.36599,-61.3,-0.45,
05/10/2022 00:00,1.3743,1.37688,1.367,1.37209,-22.1,-0.16,
05/09/2022 00:00,1.36056,1.37488,1.3579,1.37424,136.8,1.00,
05/06/2022 00:00,1.35192,1.36492,1.3476,1.35744,55.2,0.41,
05/05/2022 00:00,1.35277,1.35494,1.3455,1.35193,-8.4,-0.06,
05/04/2022 00:00,1.35077,1.35502,1.3468,1.35286,20.9,0.15,
05/03/2022 00:00,1.35267,1.35927,1.3494,1.35068,-19.9,-0.15,
05/02/2022 00:00,1.35424,1.35973,1.34988,1.35268,-15.6,-0.12,
04/29/2022 00:00,1.34487,1.35791,1.3385,1.3563,114.3,0.84,
04/28/2022 00:00,1.35261,1.35328,1.3426,1.3448,-78.1,-0.58,
04/27/2022 00:00,1.36295,1.36375,1.3506,1.35248,-104.7,-0.77,
04/26/2022 00:00,1.36458,1.36879,1.3597,1.3625,-20.8,-0.15,
04/25/2022 00:00,1.37523,1.37596,1.36199,1.36449,-107.4,-0.79,
04/22/2022 00:00,1.36434,1.37419,1.35816,1.36529,9.5,0.07,
04/21/2022 00:00,1.35474,1.36451,1.3514,1.36434,96.0,0.70,
04/20/2022 00:00,1.36053,1.3636,1.3528,1.35478,-57.5,-0.42,
04/19/2022 00:00,1.3583,1.36462,1.3538,1.36046,21.6,0.16,
04/18/2022 00:00,1.36406,1.36542,1.3569,1.35833,-57.3,-0.42,
04/15/2022 00:00,1.36391,1.36496,1.35907,1.36374,-1.7,-0.01,
04/14/2022 00:00,1.36928,1.37132,1.355,1.36431,-49.7,-0.36,
04/13/2022 00:00,1.36785,1.37213,1.36229,1.36924,13.9,0.10,
04/12/2022 00:00,1.37479,1.37651,1.3652,1.36789,-69.0,-0.50,
04/11/2022 00:00,1.36932,1.37601,1.3689,1.37479,54.7,0.40,
04/08/2022 00:00,1.36749,1.37119,1.36515,1.36565,-18.4,-0.13,
04/07/2022 00:00,1.36917,1.37502,1.3646,1.36744,-17.3,-0.13,
04/06/2022 00:00,1.36151,1.36952,1.3596,1.36911,76.0,0.56,
04/05/2022 00:00,1.37028,1.37105,1.3584,1.3612,-90.8,-0.67,
04/04/2022 00:00,1.38362,1.38432,1.36846,1.37032,-133.0,-0.97,
04/01/2022 00:00,1.38417,1.38514,1.3788,1.38104,-31.3,-0.23,
03/31/2022 00:00,1.39327,1.39792,1.3801,1.38416,-91.1,-0.66,
03/30/2022 00:00,1.38617,1.39594,1.3843,1.39327,71.0,0.51,
03/29/2022 00:00,1.37627,1.39366,1.3725,1.38615,98.8,0.71,
03/28/2022 00:00,1.3712,1.38196,1.3668,1.37621,50.1,0.36,
03/25/2022 00:00,1.37828,1.38336,1.3688,1.3693,-89.8,-0.66,
03/24/2022 00:00,1.38224,1.38345,1.37536,1.3783,-39.4,-0.29,
03/23/2022 00:00,1.38775,1.38865,1.378,1.38225,-55.0,-0.40,
03/22/2022 00:00,1.38675,1.39146,1.3809,1.38783,10.8,0.08,
03/21/2022 00:00,1.39186,1.3947,1.3848,1.38674,-51.2,-0.37,
03/18/2022 00:00,1.40199,1.40313,1.389,1.39144,-105.5,-0.76,
03/17/2022 00:00,1.39832,1.40729,1.3964,1.40201,36.9,0.26,
03/16/2022 00:00,1.4005,1.40299,1.3939,1.39833,-21.7,-0.16,
03/15/2022 00:00,1.40299,1.41612,1.3955,1.4005,-24.9,-0.18,
03/14/2022 00:00,1.39216,1.40668,1.3907,1.40294,107.8,0.77,
03/11/2022 00:00,1.40483,1.40929,1.3854,1.3914,-134.3,-0.97,
03/10/2022 00:00,1.41723,1.4233,1.4,1.40484,-123.9,-0.88,
03/09/2022 00:00,1.40462,1.42269,1.4029,1.41726,126.4,0.89,
03/08/2022 00:00,1.39086,1.41094,1.3894,1.4047,138.4,0.99,
03/07/2022 00:00,1.38244,1.39483,1.3759,1.39078,83.4,0.60,
03/04/2022 00:00,1.40203,1.40335,1.38176,1.38456,-174.7,-1.26,
03/03/2022 00:00,1.40531,1.40552,1.3962,1.40209,-32.2,-0.23,
03/02/2022 00:00,1.41643,1.41699,1.4028,1.40527,-111.6,-0.79,
03/01/2022 00:00,1.4204,1.42265,1.4091,1.4161,-43,-0.30,
02/28/2022 00:00,1.42596,1.43057,1.4196,1.42045,-55.1,-0.39,
02/25/2022 00:00,1.4332,1.43774,1.4299,1.4312,-20,-0.14,
02/24/2022 00:00,1.43963,1.44088,1.4284,1.43318,-64.5,-0.45,
02/23/2022 00:00,1.44638,1.44694,1.4372,1.43957,-68.1,-0.47,
02/22/2022 00:00,1.44266,1.44806,1.44009,1.44631,36.5,0.25,
02/21/2022 00:00,1.44347,1.44983,1.43997,1.44238,-10.9,-0.08,
02/18/2022 00:00,1.44411,1.44537,1.44,1.44137,-27.4,-0.19,
02/17/2022 00:00,1.44391,1.44626,1.4402,1.44412,2.1,0.01,
02/16/2022 00:00,1.44492,1.44585,1.43877,1.44383,-10.9,-0.08,
02/15/2022 00:00,1.4391,1.45024,1.4384,1.44454,54.4,0.38,
02/14/2022 00:00,1.44588,1.44765,1.4369,1.43909,-67.9,-0.47,
02/11/2022 00:00,1.45306,1.45377,1.4415,1.44268,-103.8,-0.72,
02/10/2022 00:00,1.44774,1.45622,1.4458,1.45307,53.3,0.37,
02/09/2022 00:00,1.45097,1.45259,1.44602,1.44779,-31.8,-0.22,
02/08/2022 00:00,1.44908,1.45221,1.4447,1.45068,16.0,0.11,
02/07/2022 00:00,1.45988,1.46105,1.44719,1.44907,-108.1,-0.75,
02/04/2022 00:00,1.44977,1.46343,1.4485,1.4583,85.3,0.58,
02/03/2022 00:00,1.43347,1.45118,1.431,1.44992,164.5,1.13,
02/02/2022 00:00,1.43053,1.43585,1.4285,1.4335,29.7,0.21,
02/01/2022 00:00,1.42809,1.43289,1.424,1.43046,23.7,0.17,
01/31/2022 00:00,1.42281,1.42884,1.42,1.42804,52.3,0.37,
01/28/2022 00:00,1.42048,1.42639,1.4172,1.42174,12.6,0.09,
01/27/2022 00:00,1.42261,1.42769,1.4114,1.42047,-21.4,-0.15,
01/26/2022 00:00,1.42608,1.42766,1.4159,1.42259,-34.9,-0.25,
01/25/2022 00:00,1.42969,1.432,1.4223,1.42602,-36.7,-0.26,
01/24/2022 00:00,1.42451,1.43725,1.4218,1.42966,51.5,0.36,
01/21/2022 00:00,1.41416,1.4286,1.4136,1.42502,108.6,0.76,
01/20/2022 00:00,1.41907,1.421,1.4095,1.41416,-49.1,-0.35,
01/19/2022 00:00,1.41587,1.42068,1.4124,1.41902,31.5,0.22,
01/18/2022 00:00,1.42799,1.42806,1.41511,1.41577,-122.2,-0.86,
01/17/2022 00:00,1.43124,1.43287,1.425,1.42806,-31.8,-0.22,
01/14/2022 00:00,1.43296,1.43582,1.4287,1.4302,-27.6,-0.19,
01/13/2022 00:00,1.43023,1.4353,1.4283,1.43287,26.4,0.18,
01/12/2022 00:00,1.42949,1.43206,1.4231,1.43022,7.3,0.05,
01/11/2022 00:00,1.43504,1.43618,1.4281,1.42954,-55.0,-0.38,
01/10/2022 00:00,1.4358,1.43869,1.428,1.43505,-7.5,-0.05,
01/07/2022 00:00,1.43786,1.43997,1.43386,1.43506,-28.0,-0.20,
01/06/2022 00:00,1.44326,1.44811,1.4354,1.43786,-54.0,-0.38,
01/05/2022 00:00,1.43345,1.44395,1.4318,1.44322,97.7,0.68,
01/04/2022 00:00,1.44106,1.44207,1.4311,1.43339,-76.7,-0.54,
01/03/2022 00:00,1.43954,1.44397,1.4356,1.44119,16.5,0.11,
12/31/2021 00:00,1.44301,1.44391,1.4345,1.4366,-64.1,-0.45,
12/30/2021 00:00,1.452,1.45214,1.44047,1.443,-90,-0.62,
12/29/2021 00:00,1.44972,1.45558,1.4451,1.45203,23.1,0.16,
12/28/2021 00:00,1.44872,1.4513,1.44509,1.4494,6.8,0.05,
12/27/2021 00:00,1.45104,1.45359,1.44524,1.44871,-23.3,-0.16,
12/24/2021 00:00,1.45248,1.45513,1.4457,1.4499,-25.8,-0.18,
12/23/2021 00:00,1.45549,1.45744,1.4472,1.45215,-33.4,-0.23,
12/22/2021 00:00,1.45862,1.46135,1.45178,1.45559,-30.3,-0.21,
12/21/2021 00:00,1.45883,1.46278,1.45319,1.45857,-2.6,-0.02,
12/20/2021 00:00,1.4501,1.46462,1.4485,1.45884,87.4,0.60,
12/17/2021 00:00,1.44835,1.4536,1.44346,1.44586,-24.9,-0.17,
12/16/2021 00:00,1.44932,1.45203,1.4417,1.44844,-8.8,-0.06,
12/15/2021 00:00,1.44853,1.45482,1.4462,1.44933,8.0,0.06,
12/14/2021 00:00,1.44517,1.45199,1.4421,1.44852,33.5,0.23,
12/13/2021 00:00,1.43677,1.44718,1.4359,1.44511,83.4,0.58,
12/10/2021 00:00,1.43495,1.44031,1.4301,1.4395,45.5,0.32,
12/09/2021 00:00,1.43531,1.43679,1.4318,1.43502,-2.9,-0.02,
12/08/2021 00:00,1.42546,1.43681,1.4219,1.43529,98.3,0.68,
12/07/2021 00:00,1.44003,1.44054,1.4206,1.42551,-145.2,-1.02,
12/06/2021 00:00,1.44527,1.44665,1.4381,1.44004,-52.3,-0.36,
12/03/2021 00:00,1.44916,1.4546,1.4394,1.448,-11.6,-0.08,
12/02/2021 00:00,1.45009,1.45545,1.4452,1.4492,-8.9,-0.06,
12/01/2021 00:00,1.44733,1.4527,1.4414,1.45008,27.5,0.19,
11/30/2021 00:00,1.43846,1.45504,1.4374,1.44733,88.7,0.61,
11/29/2021 00:00,1.43686,1.44182,1.4331,1.43845,15.9,0.11,
11/26/2021 00:00,1.41944,1.4498,1.4187,1.4484,289.6,2.00,
11/25/2021 00:00,1.41842,1.42292,1.4164,1.41949,10.7,0.08,
11/24/2021 00:00,1.42539,1.42709,1.4157,1.41837,-70.2,-0.49,
11/23/2021 00:00,1.4278,1.43549,1.4235,1.42528,-25.2,-0.18,
11/22/2021 00:00,1.42524,1.42908,1.423,1.42779,25.5,0.18,
11/19/2021 00:00,1.43282,1.43284,1.423,1.4268,-60.2,-0.42,
11/18/2021 00:00,1.4273,1.43583,1.4257,1.4327,54,0.38,
11/17/2021 00:00,1.42215,1.4288,1.4172,1.42731,51.6,0.36,
11/16/2021 00:00,1.42252,1.42548,1.4197,1.42219,-3.3,-0.02,
11/15/2021 00:00,1.43534,1.43778,1.42078,1.42253,-128.1,-0.90,
11/12/2021 00:00,1.44112,1.44226,1.43272,1.43332,-78.0,-0.54,
11/11/2021 00:00,1.43416,1.44467,1.4329,1.44104,68.8,0.48,
11/10/2021 00:00,1.44178,1.44241,1.43,1.43418,-76.0,-0.53,
11/09/2021 00:00,1.44169,1.44629,1.44,1.44178,0.9,0.01,
11/08/2021 00:00,1.44022,1.44372,1.4374,1.44184,16.2,0.11,
11/05/2021 00:00,1.43881,1.4416,1.433,1.4398,9.9,0.07,
11/04/2021 00:00,1.43774,1.4408,1.4319,1.43853,7.9,0.05,
11/03/2021 00:00,1.43667,1.44077,1.43607,1.43768,10.1,0.07,
11/02/2021 00:00,1.43531,1.43986,1.4342,1.43668,13.7,0.10,
11/01/2021 00:00,1.43089,1.4363,1.42924,1.43533,44.4,0.31,
10/29/2021 00:00,1.44237,1.4442,1.42865,1.4326,-97.7,-0.68,
10/28/2021 00:00,1.43474,1.4435,1.4305,1.44233,75.9,0.53,
10/27/2021 00:00,1.43694,1.44422,1.429,1.43465,-22.9,-0.16,
10/26/2021 00:00,1.43705,1.43765,1.4332,1.43694,-1.1,-0.01,
10/25/2021 00:00,1.43992,1.44051,1.4332,1.43706,-28.6,-0.20,
10/22/2021 00:00,1.43811,1.4415,1.4324,1.4411,29.9,0.21,
10/21/2021 00:00,1.43621,1.44009,1.4328,1.438,17.9,0.12,
10/20/2021 00:00,1.43694,1.43867,1.43292,1.4359,-10.4,-0.07,
10/19/2021 00:00,1.43678,1.44103,1.43446,1.43696,1.8,0.01,
10/18/2021 00:00,1.43485,1.43859,1.433,1.4368,19.5,0.14,
10/15/2021 00:00,1.43423,1.43763,1.4281,1.4337,-5.3,-0.04,
10/14/2021 00:00,1.44249,1.44253,1.4318,1.43424,-82.5,-0.58,
10/13/2021 00:00,1.43867,1.44314,1.4375,1.44249,38.2,0.26,
10/12/2021 00:00,1.44195,1.44405,1.4343,1.43859,-33.6,-0.23,
10/11/2021 00:00,1.44382,1.44407,1.4387,1.44186,-19.6,-0.14,
10/08/2021 00:00,1.4504,1.45132,1.43864,1.4426,-78,-0.54,
10/07/2021 00:00,1.45419,1.45698,1.4482,1.45032,-38.7,-0.27,
10/06/2021 00:00,1.45903,1.46247,1.4533,1.4543,-47.3,-0.33,
10/05/2021 00:00,1.46249,1.46427,1.4546,1.45909,-34.0,-0.23,
10/04/2021 00:00,1.46539,1.46826,1.46,1.46249,-29.0,-0.20,
10/01/2021 00:00,1.4681,1.47599,1.45961,1.4665,-16,-0.11,
09/30/2021 00:00,1.47961,1.4799,1.4643,1.46805,-115.6,-0.79,
09/29/2021 00:00,1.48143,1.48314,1.477,1.4796,-18.3,-0.12,
09/28/2021 00:00,1.47669,1.48392,1.4729,1.48134,46.5,0.31,
09/27/2021 00:00,1.48279,1.4833,1.4752,1.47668,-61.1,-0.41,
09/24/2021 00:00,1.48653,1.49097,1.4812,1.48212,-44.1,-0.30,
09/23/2021 00:00,1.49434,1.49561,1.4823,1.4861,-82.4,-0.55,
09/22/2021 00:00,1.50245,1.5033,1.4899,1.49434,-81.1,-0.54,
09/21/2021 00:00,1.50135,1.50594,1.4947,1.50239,10.4,0.07,
09/20/2021 00:00,1.49723,1.50986,1.4957,1.50135,41.2,0.27,
09/17/2021 00:00,1.492,1.4981,1.4878,1.49506,30.6,0.20,
09/16/2021 00:00,1.49137,1.49396,1.48449,1.49199,6.2,0.04,
09/15/2021 00:00,1.49785,1.50138,1.4907,1.49133,-65.2,-0.44,
09/14/2021 00:00,1.4934,1.4995,1.4911,1.49787,44.7,0.30,
09/13/2021 00:00,1.49248,1.49659,1.4919,1.49373,12.5,0.08,
09/10/2021 00:00,1.49743,1.4994,1.4878,1.49814,7.1,0.05,
09/09/2021 00:00,1.5003,1.50482,1.4933,1.49735,-29.5,-0.20,
09/08/2021 00:00,1.49766,1.50637,1.49436,1.50031,26.5,0.18,
09/07/2021 00:00,1.48824,1.4987,1.487,1.49766,94.2,0.63,
09/06/2021 00:00,1.48927,1.49006,1.4856,1.48811,-11.6,-0.08,
09/03/2021 00:00,1.49053,1.49216,1.48472,1.48795,-25.8,-0.17,
09/02/2021 00:00,1.4944,1.49659,1.4887,1.49055,-38.5,-0.26,
09/01/2021 00:00,1.48991,1.49608,1.4851,1.49436,44.5,0.30,
08/31/2021 00:00,1.48738,1.49353,1.4865,1.48991,25.3,0.17,
08/30/2021 00:00,1.4879,1.49095,1.4823,1.48741,-4.9,-0.03,
08/27/2021 00:00,1.49091,1.49256,1.48606,1.48769,-32.2,-0.22,
08/26/2021 00:00,1.48196,1.49195,1.4813,1.49089,89.3,0.60,
08/25/2021 00:00,1.48054,1.48489,1.4786,1.48189,13.5,0.09,
08/24/2021 00:00,1.48599,1.48637,1.479,1.48054,-54.5,-0.37,
08/23/2021 00:00,1.50009,1.50019,1.48449,1.4856,-144.9,-0.98,
08/20/2021 00:00,1.49823,1.51146,1.4964,1.4994,11.7,0.08,
08/19/2021 00:00,1.48182,1.4985,1.4805,1.49815,163.3,1.09,
08/18/2021 00:00,1.47847,1.48304,1.4766,1.48187,34.0,0.23,
08/17/2021 00:00,1.48062,1.48671,1.47582,1.47845,-21.7,-0.15,
08/16/2021 00:00,1.47631,1.48293,1.47596,1.4802,38.9,0.26,
08/13/2021 00:00,1.46932,1.4771,1.4679,1.4771,77.8,0.53,
08/12/2021 00:00,1.46852,1.4714,1.4656,1.46923,7.1,0.05,
08/11/2021 00:00,1.46721,1.46953,1.46581,1.46852,13.1,0.09,
08/10/2021 00:00,1.47591,1.47713,1.46605,1.4672,-87.1,-0.59,
08/09/2021 00:00,1.47682,1.47842,1.4736,1.47547,-13.5,-0.09,
08/06/2021 00:00,1.47932,1.47972,1.47296,1.47499,-43.3,-0.29,
08/05/2021 00:00,1.48491,1.48501,1.4762,1.4786,-63.1,-0.43,
08/04/2021 00:00,1.48766,1.49251,1.48253,1.48483,-28.3,-0.19,
08/03/2021 00:00,1.48427,1.49254,1.4825,1.48753,32.6,0.22,
08/02/2021 00:00,1.47929,1.4864,1.479,1.4844,51.1,0.34,
07/30/2021 00:00,1.48021,1.48203,1.4754,1.48095,7.4,0.05,
07/29/2021 00:00,1.48299,1.48388,1.4772,1.48025,-27.4,-0.19,
07/28/2021 00:00,1.48826,1.48883,1.48193,1.4827,-55.6,-0.37,
07/27/2021 00:00,1.48067,1.4905,1.4798,1.4879,72.3,0.49,
07/26/2021 00:00,1.47957,1.48348,1.47908,1.4802,6.3,0.04,
07/23/2021 00:00,1.47909,1.48257,1.4772,1.47923,1.4,0.01,
07/22/2021 00:00,1.48234,1.48823,1.47609,1.47898,-33.6,-0.23,
07/21/2021 00:00,1.4933,1.4975,1.4771,1.482,-113,-0.76,
07/20/2021 00:00,1.50339,1.50606,1.49236,1.4929,-104.9,-0.70,
07/19/2021 00:00,1.49034,1.51,1.4881,1.50341,130.7,0.87,
07/16/2021 00:00,1.48731,1.48991,1.4837,1.48784,5.3,0.04,
07/15/2021 00:00,1.48095,1.48938,1.4782,1.48718,62.3,0.42,
07/14/2021 00:00,1.47435,1.48144,1.46934,1.48091,65.6,0.44,
07/13/2021 00:00,1.47822,1.48174,1.4701,1.47433,-38.9,-0.26,
07/12/2021 00:00,1.47775,1.48324,1.4759,1.4772,-5.5,-0.04,
07/09/2021 00:00,1.48447,1.48635,1.47046,1.48056,-39.1,-0.26,
07/08/2021 00:00,1.47204,1.49151,1.471,1.48444,124.0,0.84,
07/07/2021 00:00,1.47285,1.4766,1.4672,1.47163,-12.2,-0.08,
07/06/2021 00:00,1.46387,1.47724,1.4612,1.47274,88.7,0.60,
07/05/2021 00:00,1.46177,1.46716,1.4613,1.4635,17.3,0.12,
07/02/2021 00:00,1.47371,1.47377,1.45864,1.4619,-118.1,-0.81,
07/01/2021 00:00,1.46933,1.4752,1.4677,1.47362,42.9,0.29,
06/30/2021 00:00,1.47521,1.47718,1.4659,1.46931,-59.0,-0.40,
06/29/2021 00:00,1.4711,1.4762,1.4689,1.4753,42,0.28,
06/28/2021 00:00,1.46763,1.47265,1.4661,1.47126,36.3,0.25,
06/25/2021 00:00,1.46981,1.47145,1.46407,1.46747,-23.4,-0.16,
06/24/2021 00:00,1.46787,1.47198,1.4659,1.4698,19.3,0.13,
